#{"t_start": 1672758446.629091, "env_id": null}
r,l,t
-0.3699998,200,313.27185
1.0,4,313.277753
-0.66999954,200,313.551454
-0.2649999,200,314.948225
-0.64499956,200,315.201811
-0.53999966,200,315.452671
-0.30499986,200,315.703632
-0.6249996,200,315.959367
0.70000017,120,316.108552
0.995,7,316.118044
-0.5249997,200,316.486928
1.0,1,316.488884
-0.2649999,200,316.73973
0.89,109,316.875884
0.985,5,316.882964
0.9,65,316.966275
-0.6149996,200,317.2181
0.995,6,317.226282
-0.5249997,200,318.519072
0.96,37,318.568542
0.7600001,56,318.64029
-0.34499982,200,319.015187
0.96,17,319.03691
0.8000001,122,319.196138
-0.54999965,200,319.447862
-0.6049996,200,319.696984
1.0,4,319.702501
-0.4599997,200,319.959248
0.955,16,319.979966
-0.3749998,200,320.358001
0.955,30,320.396247
-0.38499978,200,320.647367
0.995,8,320.658021
0.99,3,320.662455
-0.4599997,200,320.912652
0.945,14,320.931408
-0.5849996,200,321.182425
-0.66999954,200,322.447116
-0.6899995,200,322.814021
-0.41999975,200,323.064014
-0.2399999,200,323.312876
0.62500024,200,323.565207
-0.29999986,200,323.814148
-0.3549998,200,324.196165
-0.28999987,200,324.447516
-0.44999972,200,324.70194
0.87,100,324.827247
-0.5249997,200,325.078677
-0.6099996,200,326.434917
-0.6949995,200,326.835703
-0.65499955,200,327.138541
-0.4699997,200,327.419808
-0.4749997,200,327.695027
-0.41999975,200,327.964937
-0.48999968,200,328.370573
-0.30499986,200,328.643541
-0.33499983,200,328.889401
0.905,53,328.957982
-0.5149997,200,329.213289
-0.76499945,200,330.572494
-0.5199997,200,330.946614
-0.3749998,200,331.19813
-0.54499966,200,331.450921
-0.32999983,200,331.707044
1.0,3,331.711511
0.995,3,331.715822
-0.3799998,200,331.96856
-0.64499956,200,332.341688
1.0,1,332.343648
-0.74499947,200,332.597584
1.0,11,332.611718
-0.54999965,200,332.861892
0.7750001,63,332.942643
-0.33999982,200,333.19618
0.89,39,334.27318
-0.30999985,200,334.643537
-0.44499972,200,334.894769
1.0,3,334.899243
1.0,2,334.902438
-0.49999967,200,335.154768
-0.31499985,200,335.408584
-0.38999978,200,335.658841
0.90999997,30,335.696838
-0.6349996,200,336.07284
0.6450002,122,336.22718
-0.4799997,200,336.478902
-0.8049994,200,336.729583
-0.49999967,200,336.981412
-0.56999964,200,338.248534
-0.3649998,200,338.620269
-0.3749998,200,338.869979
-0.27999988,200,339.128865
1.0,2,339.132152
0.98,27,339.166698
-0.33999982,200,339.418273
-0.42499974,200,339.670134
0.93,27,339.819681
0.96500003,17,339.847056
-0.41999975,200,340.100788
0.96,31,340.140194
-0.5199997,200,340.390432
0.72500014,136,340.561926
0.995,8,340.572781
-0.5799996,200,340.822917
-0.32499984,200,342.111517
0.875,112,342.370996
0.7950001,70,342.460734
-0.86999935,200,342.710538
-0.6849995,200,342.962314
-0.2399999,200,343.213955
-0.2499999,200,343.466682
0.925,34,343.509528
-0.29999986,200,343.887292
-0.6099996,200,344.144556
0.985,9,344.156467
1.0,9,344.168406
-0.65999955,200,344.425304
-0.3799998,200,344.677099
0.985,12,344.69296
-0.56999964,200,345.966556
0.955,47,346.143272
0.985,13,346.163236
0.96500003,20,346.190906
0.7450001,143,346.371742
-0.2599999,200,346.624516
0.94,34,346.667892
0.85,64,346.747998
-0.31999984,200,347.001034
-0.3749998,200,347.252109
-0.4649997,200,347.626987
-0.2749999,200,347.87716
-0.43999973,200,348.130667
-0.2699999,200,348.38316
-0.49999967,200,349.654842
-0.2449999,200,350.032276
1.0,1,350.034292
-0.28499988,200,350.288845
1.0,3,350.293165
0.81500006,62,350.371957
-0.2599999,200,350.628305
-0.6349996,200,350.888874
-0.30499986,200,351.222075
0.875,72,351.339114
1.0,20,351.365732
-0.4749997,200,351.755891
0.81000006,130,351.955644
-0.56499964,200,352.226746
0.98,23,352.259734
-0.57499963,200,352.581166
-0.45499972,200,354.434716
-0.14999999,200,354.923084
-0.44999972,200,355.354857
-0.64999956,200,355.643428
-0.22499992,200,355.984801
-0.5299997,200,356.293407
-0.5949996,200,356.787828
-0.31999984,200,357.140742
1.0,4,357.150609
-0.42499974,200,357.509875
-0.41999975,200,357.861429
-0.7149995,200,359.352919
-0.45499972,200,359.727606
0.99,11,359.742181
-0.5249997,200,359.995528
0.97,31,360.035327
-0.53999966,200,360.2851
0.95,28,360.319897
-0.39499977,200,360.572127
-0.38499978,200,360.820583
0.95,26,360.853697
0.97,23,360.882926
0.995,4,360.888601
-0.17999996,200,361.260624
0.985,21,361.287448
-0.53499967,200,361.538343
-0.3549998,200,361.790673
0.6750002,177,362.013769
0.97,20,362.039124
-0.5799996,200,363.30893
-0.53499967,200,363.706556
0.99,8,363.71714
-0.55499965,200,363.978818
-0.38499978,200,364.243673
-0.3749998,200,364.499937
0.4900003,194,364.741901
-0.3699998,200,365.111686
-0.63999957,200,365.365962
-0.5299997,200,365.620173
0.6500002,124,365.77488
0.96,14,365.793198
1.0,2,365.7966
-0.49999967,200,367.111253
-0.5799996,200,367.563236
0.865,66,367.658893
0.875,46,367.722046
-0.23499991,200,367.993523
0.7400001,78,368.091552
-0.53499967,200,368.339389
0.95,13,368.356274
-0.6199996,200,368.608648
-0.29999986,200,368.991358
-0.41999975,200,369.276233
-0.5799996,200,369.662647
-0.64999956,200,369.97423
-0.55499965,200,370.29291
-0.34499982,200,372.085863
-0.55499965,200,372.518277
-0.33999982,200,372.845976
-0.56999964,200,373.11237
-0.28499988,200,373.381112
-0.5299997,200,373.723465
0.94,38,373.913988
0.985,17,373.945896
0.935,24,373.985791
1.0,1,373.98852
1.0,3,373.993854
0.995,3,373.999616
-0.5799996,200,374.273494
0.96,21,374.301082
0.71500015,171,374.518489
0.97,11,374.533475
1.0,1,374.53554
-0.64499956,200,374.826046
-0.86499935,200,376.372446
0.7450001,124,376.532801
0.6750002,147,376.924083
-0.41999975,200,377.245959
-0.33499983,200,377.497498
0.955,28,377.533526
0.93,64,377.616297
-0.4749997,200,377.867678
-0.7049995,200,378.118714
-0.65499955,200,378.491533
-0.5049997,200,378.74603
-0.65999955,200,378.997601
-0.12500001,200,379.252314
-0.55499965,200,380.518606
-0.6099996,200,380.888971
-0.49999967,200,381.13931
-0.21499993,200,381.388943
-0.56999964,200,381.638149
-0.38499978,200,381.890387
-0.74499947,200,382.264167
-0.49499968,200,382.514939
-0.41499975,200,382.763599
0.975,20,382.789315
1.0,1,382.791245
0.875,44,382.847228
1.0,2,382.85043
-0.2549999,200,383.101763
-0.6099996,200,384.372586
0.94,56,384.560137
0.6850002,196,384.806898
0.60000026,109,384.946031
-0.38499978,200,385.195724
0.6900002,154,385.38833
0.97,32,385.428868
0.945,37,385.478317
-0.32499984,200,385.727976
-0.64999956,200,386.107341
0.61000025,162,386.312953
0.92,34,386.356163
-0.8299994,200,386.606514
0.955,20,386.631835
-0.32499984,200,386.885297
-0.53999966,200,388.158161
0.915,44,388.213449
-0.5849996,200,388.584366
-0.75999945,200,388.834503
0.86,46,388.891948
-0.41499975,200,389.147972
-0.3699998,200,389.397074
-0.2549999,200,389.647084
0.88,45,389.82272
-0.32999983,200,390.084832
-0.5299997,200,390.33461
0.93,32,390.375238
-0.42499974,200,390.625485
0.905,42,390.677972
0.935,28,390.712945
0.97,20,390.738347
-0.3749998,200,392.00057
-0.19499995,200,392.383736
-0.31499985,200,392.639911
0.995,7,392.649183
-0.3749998,200,392.900612
-0.4599997,200,393.151773
-0.5949996,200,393.403236
0.60500026,144,393.706598
0.925,57,393.77988
-0.5799996,200,394.030636
0.51000035,178,394.256629
-0.5999996,200,394.509649
-0.56999964,200,395.763723
-0.38999978,200,396.137862
-0.34499982,200,396.388546
1.0,2,396.391731
-0.31499985,200,396.641408
-0.53999966,200,396.889604
-0.42999974,200,397.140141
-0.45499972,200,397.508756
-0.78499943,200,397.757562
-0.55499965,200,398.009985
-0.8099994,200,398.257899
-0.77999943,200,398.510345
0.99,9,399.546206
0.7850001,98,399.669271
-0.2749999,200,400.045917
-0.44999972,200,400.295172
0.95,30,400.333652
-0.8399994,200,400.584341
-0.4849997,200,400.833433
-0.8099994,200,401.084458
-0.85999936,200,401.456941
-0.45499972,200,401.711225
-0.41499975,200,401.962837
-0.9149993,200,402.212548
-0.54499966,200,403.479327
-0.6949995,200,403.855627
0.5800003,169,404.068464
-0.4799997,200,404.32498
-0.4649997,200,404.580566
0.96,37,404.62677
-0.4749997,200,404.87645
0.98,11,404.89059
0.6650002,156,405.207786
0.99,15,405.227314
-0.2699999,200,405.478668
-0.33999982,200,405.737115
-0.5249997,200,405.987417
-0.28999987,200,407.257183
0.99,9,407.269109
-0.5899996,200,407.640589
-0.44499972,200,407.890701
0.92,44,407.946003
-0.4699997,200,408.197091
0.88,71,408.286447
-0.6149996,200,408.537257
-0.2749999,200,408.792569
-0.85499936,200,409.170248
1.0,3,409.174696
-0.6299996,200,409.426038
0.995,4,409.43167
-0.5199997,200,409.681014
0.5800003,148,409.866591
-0.66499954,200,411.147288
0.84000003,110,411.285159
0.7550001,138,411.577396
-0.135,200,411.825969
-0.5249997,200,412.076878
0.98,19,412.100761
0.96,14,412.118493
-0.4749997,200,412.368363
-0.6249996,200,412.618457
-0.6349996,200,412.989543
-0.41499975,200,413.239754
-0.6899995,200,413.492616
1.0,1,413.494575
0.995,9,413.506884
-0.5999996,200,413.75641
0.95,36,413.801826
0.6850002,127,414.992523
-0.5199997,200,415.361105
-0.2499999,200,415.611317
-0.57499963,200,415.867011
-0.31499985,200,416.1175
-0.4699997,200,416.365191
-0.5849996,200,416.73407
0.90999997,37,416.781718
1.0,3,416.786363
-0.43499973,200,417.038282
1.0,7,417.047997
-0.14,200,417.342556
-0.34499982,200,417.616056
0.995,6,417.625552
-0.6099996,200,419.330813
0.995,2,419.334239
-0.4699997,200,419.851831
-0.44999972,200,420.182556
-0.55499965,200,420.45164
-0.19499995,200,420.810989
-0.09,200,421.078974
-0.56999964,200,421.461535
-0.56499964,200,421.712884
-0.8349994,200,421.963881
1.0,5,421.970964
-0.5799996,200,422.220263
-0.42499974,200,423.536702
-0.64499956,200,423.919145
0.48000032,163,424.167854
-0.5899996,200,424.454063
-0.7399995,200,424.741255
-0.5899996,200,425.23138
-0.41999975,200,425.534676
-0.6199996,200,425.972085
-0.8099994,200,426.320285
0.6550002,138,426.526736
-0.28999987,200,426.834664
1.0,2,426.839081
-0.44499972,200,428.176962
0.98,11,428.191693
-0.57499963,200,428.555282
0.99,10,428.568187
-0.15999998,200,428.816888
-0.67999953,200,429.067921
-0.7299995,200,429.32628
-0.5049997,200,429.578999
0.46500033,165,429.899398
-0.34999982,200,430.15104
-0.54999965,200,430.401032
-0.44499972,200,430.652968
0.945,48,430.712978
0.855,70,430.800252
-0.5849996,200,432.151199
-0.8099994,200,432.516374
1.0,24,432.547057
-0.5899996,200,432.79593
-0.5249997,200,433.045805
1.0,2,433.048968
0.895,32,433.089174
-0.38999978,200,433.338852
0.985,61,433.416811
-0.29499987,200,433.778738
0.83000004,66,433.861251
-0.3699998,200,434.115336
-0.6049996,200,434.367651
-0.38999978,200,434.621541
-0.55999964,200,435.909513
-0.3549998,200,436.272333
0.84000003,72,436.362919
-0.28999987,200,436.612665
-0.54499966,200,436.862214
0.92,37,436.90918
-0.56999964,200,437.165465
0.98,17,437.190036
-0.4849997,200,437.449604
-0.57499963,200,437.808059
-0.7099995,200,438.058954
-0.5849996,200,438.30775
0.99,10,438.320605
0.995,3,438.325219
0.905,51,438.389465
0.955,22,438.417776
-0.41999975,200,439.750843
-0.8149994,200,440.130753
1.0,3,440.135226
-0.16999997,200,440.389335
1.0,3,440.393633
0.995,12,440.408976
-0.74499947,200,440.659681
0.995,9,440.671711
-0.5949996,200,440.920634
-0.53999966,200,441.175305
-0.88999933,200,441.5361
-0.75499946,200,441.788939
-0.64499956,200,442.041521
-0.41499975,200,442.292288
0.915,39,442.34149
0.935,125,442.504415
-0.45499972,200,443.791283
-0.9049993,200,444.158299
-0.44999972,200,444.409732
-0.5799996,200,444.661784
0.96500003,68,444.748842
0.995,7,444.758069
0.995,12,444.773723
-0.3549998,200,445.024048
-0.44499972,200,445.388492
0.995,3,445.392952
-0.4799997,200,445.643376
-0.3749998,200,445.897063
0.985,22,445.924758
-0.6299996,200,446.172837
0.97,14,446.190988
-0.30999985,200,447.436319
-0.2699999,200,447.79834
-0.7349995,200,448.049033
-0.53999966,200,448.306931
-0.3599998,200,448.558293
-0.20999993,200,448.809614
-0.2699999,200,449.175754
0.975,22,449.203889
-0.6949995,200,449.455378
-0.54999965,200,449.708449
-0.29999986,200,449.962464
-0.44999972,200,451.213918
-0.6899995,200,451.586427
-0.65999955,200,451.837983
-0.4849997,200,452.088704
0.985,16,452.108586
0.845,77,452.204288
-0.6849995,200,452.47923
-0.5899996,200,452.804775
-0.41499975,200,453.276033
-0.3599998,200,453.557846
-0.33499983,200,453.82126
-0.32999983,200,454.081128
-0.4699997,200,455.392929
0.6450002,118,455.545079
-0.32999983,200,455.912408
-0.38999978,200,456.173133
0.98,9,456.18542
-0.55999964,200,456.440861
-0.6199996,200,456.696679
-0.30499986,200,456.951499
1.0,7,456.960917
-0.3799998,200,457.333044
-0.31999984,200,457.588434
-0.74499947,200,457.842413
-0.2399999,200,458.097532
-0.29499987,200,459.412747
-0.18999995,200,459.781256
0.99,7,459.79121
-0.6349996,200,460.048389
-0.88999933,200,460.305187
-0.49999967,200,460.565681
-0.31499985,200,460.816894
0.80500007,90,461.041108
-0.19999994,200,461.292309
0.955,57,461.366723
-0.4599997,200,461.616892
-0.34499982,200,461.864984
-0.2649999,200,463.241673
0.945,24,463.275308
-0.3599998,200,463.667591
-0.30999985,200,463.947813
0.85,48,464.018674
1.0,1,464.020573
-0.5299997,200,464.500383
0.97,24,464.536687
-0.33499983,200,464.840396
0.97,28,464.88287
0.92,44,464.950149
-0.17499997,200,465.270877
1.0,6,465.280082
-0.4749997,200,465.673973
0.905,34,465.719234
1.0,4,465.726933
-0.3599998,200,465.99805
0.96500003,25,466.03082
0.6850002,167,466.240584
-0.22499992,200,467.826437
-0.6199996,200,468.312205
-0.77999943,200,469.041091
0.97,20,469.101896
0.86,75,469.405178
-0.4799997,200,469.695101
-0.75499946,200,469.9973
-0.18999995,200,470.317521
-0.3749998,200,470.721635
0.60000026,162,470.940265
-0.67499954,200,471.248196
-0.55499965,200,471.530102
-0.48999968,200,473.522006
-0.5199997,200,474.064365
-0.4749997,200,474.561817
-0.5949996,200,474.974509
0.945,33,475.030652
-0.27999988,200,475.463574
-0.4599997,200,475.810934
-0.56999964,200,476.252415
-0.6049996,200,476.577443
-0.5199997,200,476.896516
-0.66499954,200,477.210952
-0.67999953,200,479.226671
-0.21499993,200,479.540597
-0.64999956,200,479.978025
0.995,2,479.981644
-0.5799996,200,480.419091
0.5800003,149,480.617434
-0.32499984,200,480.883943
-0.55499965,200,481.166649
-0.45499972,200,481.563003
-0.2549999,200,481.826591
-0.34499982,200,482.126888
-0.31999984,200,482.379104
-0.45499972,200,483.706106
1.0,2,483.709592
-0.43499973,200,484.116049
0.70000017,174,484.37999
-0.5849996,200,484.659603
1.0,2,484.663335
0.985,19,484.690017
-0.5299997,200,484.978637
-0.63999957,200,485.259356
-0.3749998,200,485.653117
1.0,8,485.664518
1.0,1,485.666435
0.99,10,485.681043
-0.3699998,200,485.950363
0.99,5,485.957759
-0.30499986,200,486.220779
-0.5949996,200,486.488394
-0.53499967,200,487.825208
-0.42499974,200,488.2686
-0.40999976,200,488.575605
0.905,73,488.675605
-0.3599998,200,488.948763
-0.8399994,200,489.215144
0.99,6,489.223252
-0.32999983,200,489.493224
-0.2449999,200,489.863428
-0.57499963,200,490.1257
0.985,6,490.133974
-0.66999954,200,490.395348
-0.2749999,200,490.666939
0.98,24,490.700361
-0.27999988,200,492.06264
0.915,58,492.140454
0.995,3,492.145029
-0.64999956,200,492.544796
-0.5249997,200,492.809368
0.98,16,492.831748
0.985,13,492.849634
0.895,40,492.905945
1.0,1,492.908106
0.985,4,492.914062
-0.3799998,200,493.174538
0.7550001,98,493.301285
-0.8999993,200,493.5533
0.99,7,493.562371
1.0,5,493.56903
0.6700002,133,493.865962
-0.56499964,200,494.134217
-0.49499968,200,494.408059
-0.16999997,200,494.673759
0.5450003,167,496.011681
-0.6349996,200,496.388398
-0.27999988,200,496.650377
-0.43499973,200,496.917635
-0.12500001,200,497.177307
-0.23499991,200,497.450782
0.7900001,115,497.59655
-0.20999993,200,497.98036
-0.3699998,200,498.234787
-0.5049997,200,498.500973
-0.7349995,200,498.823677
-0.2649999,200,501.051042
-0.6949995,200,501.660998
-0.39999977,200,502.165663
0.89,48,502.277319
-0.5199997,200,502.641571
-0.5099997,200,503.025544
-0.41499975,200,503.427403
0.83500004,133,503.759384
-0.4599997,200,504.040266
0.98,19,504.067982
-0.14999999,200,504.441231
0.4950003,199,504.885111
-0.5149997,200,506.744892
0.935,52,506.819061
0.865,48,506.885817
0.925,48,506.953487
-0.6149996,200,507.429746
0.995,15,507.4529
0.86,34,507.50304
-0.2549999,200,507.795299
-0.30499986,200,508.125637
-0.6049996,200,508.405832
-0.7299995,200,508.855219
-0.49999967,200,509.130067
-0.48999968,200,509.496625
-0.2699999,200,509.784759
0.92,42,509.843022
0.93,50,509.955225
1.0,2,509.9623
-0.38499978,200,511.56939
-0.40999976,200,512.002178
-0.9199993,200,512.303231
-0.6149996,200,512.558354
0.95,45,512.647691
-0.55999964,200,513.001416
-0.88999933,200,513.334055
-0.4799997,200,513.804191
0.6900002,160,514.035185
-0.6149996,200,514.309211
-0.7299995,200,514.623798
0.85,62,514.704395
-0.43999973,200,515.984919
-0.6249996,200,516.35572
-0.3549998,200,516.657503
-0.5099997,200,516.925481
-0.4749997,200,517.183835
-0.49499968,200,517.433172
1.0,15,517.453858
0.90999997,86,517.563745
0.93,33,517.608086
-0.7099995,200,517.998935
1.0,9,518.010998
-0.7299995,200,518.260226
-0.2699999,200,518.509911
-0.54999965,200,519.91446
-0.3749998,200,520.251645
0.90999997,51,520.463056
0.50500035,196,520.742713
0.99,17,520.771696
0.7950001,86,520.923741
-0.55999964,200,521.191155
-0.43999973,200,521.462204
0.99,12,521.485261
-0.28999987,200,521.775666
1.0,5,521.782942
1.0,1,521.785072
0.99,6,521.793682
0.92,36,521.84111
-0.4699997,200,522.224553
-0.3549998,200,522.55127
-0.57499963,200,522.807426
-0.2649999,200,523.115367
-0.5149997,200,524.522366
-0.6949995,200,524.901964
-0.2699999,200,525.156189
-0.32999983,200,525.475516
0.85,84,525.597733
-0.43499973,200,525.885365
-0.14999999,200,526.336313
0.99,4,526.345238
0.9,45,526.407364
1.0,2,526.410966
0.985,17,526.434818
-0.14999999,200,526.698321
-0.33499983,200,527.040728
0.61000025,133,527.255032
-0.7299995,200,528.650058
-0.8199994,200,528.910362
-0.7199995,200,529.376928
-0.57499963,200,529.637161
-0.40499976,200,529.976955
-0.9499993,200,530.237833
-0.19999994,200,530.516407
-0.55999964,200,530.935448
0.80500007,178,531.178306
-0.55999964,200,531.491161
-0.6049996,200,531.751779
-0.77999943,200,533.115603
-0.64999956,200,533.498717
-0.22999991,200,533.792278
0.93,52,533.87888
0.945,36,533.926663
-0.40999976,200,534.192028
-0.42999974,200,534.44204
-0.42499974,200,534.700269
-0.43999973,200,535.127064
-0.39999977,200,535.38661
-0.45499972,200,535.635693
-0.6249996,200,535.957014
-0.6249996,200,537.659577
0.905,44,537.718723
-0.6999995,200,538.167273
-0.78499943,200,538.424087
1.0,5,538.430795
-0.27999988,200,538.736035
0.82000005,148,538.928087
0.96500003,29,538.966085
-0.6249996,200,539.231979
-0.16499998,200,539.710592
-0.55499965,200,539.984626
-0.9149993,200,540.242545
-0.34999982,200,540.505423
-0.19999994,200,541.779946
-0.23499991,200,542.157255
0.83500004,148,542.343148
-0.34499982,200,542.593582
-0.56999964,200,542.841954
0.985,45,542.899121
0.87,86,543.008974
-0.31499985,200,543.25807
-0.32499984,200,543.647974
-0.54499966,200,543.939695
-0.54999965,200,544.220982
-0.40999976,200,545.544038
-0.40999976,200,545.797484
-0.5249997,200,546.170906
-0.5099997,200,546.424496
-0.3599998,200,546.677566
-0.44499972,200,546.980959
0.925,68,547.069451
0.96,23,547.101962
-0.23499991,200,547.48455
-0.7949994,200,547.743964
-0.5849996,200,548.056492
-0.5249997,200,548.328748
-0.34499982,200,549.671802
0.845,59,549.750753
0.97,37,549.797064
-0.7299995,200,550.17779
-0.42499974,200,550.469169
-0.75999945,200,550.741035
-0.2749999,200,551.003256
0.995,2,551.006347
-0.38499978,200,551.255008
0.92,31,551.298616
-0.2449999,200,551.685719
0.88,40,551.736033
-0.16999997,200,551.985882
0.62000024,108,552.120492
1.0,1,552.122365
0.92,32,552.163684
-0.42499974,200,552.413964
-0.5299997,200,553.781494
0.92,101,553.919331
-0.43499973,200,554.309682
0.99,6,554.317841
-0.4799997,200,554.570945
-0.30499986,200,554.832256
0.99,23,554.862479
-0.55499965,200,555.112495
-0.3749998,200,555.360607
0.995,2,555.363684
-0.41499975,200,555.74022
-0.18499996,200,555.993778
1.0,4,555.999512
-0.39999977,200,556.25725
-0.2399999,200,556.556801
-0.6249996,200,557.903704
-0.2699999,200,558.309583
-0.66499954,200,558.576048
0.70000017,130,558.741142
0.92,22,558.769455
0.995,7,558.778877
-0.39499977,200,559.044464
-0.55999964,200,559.312234
0.5550003,161,559.632167
-0.9049993,200,559.881326
-0.4599997,200,560.138492
-0.6949995,200,560.390745
0.935,27,560.424836
-0.5049997,200,561.684115
0.87,32,561.724644
0.945,38,561.773587
-0.21999992,200,562.144023
-0.3699998,200,562.391987
0.935,59,562.467318
-0.7049995,200,562.727716
-0.5199997,200,563.039818
-0.74999946,200,563.346398
-0.22999991,200,563.751856
0.955,30,563.78992
0.915,29,563.827965
1.0,1,563.83013
-0.6199996,200,564.140204
0.99,17,564.164953
0.7950001,111,564.337785
-0.6349996,200,564.658971
0.3800004,179,566.151176
-0.2749999,200,566.563859
0.96500003,8,566.574625
-0.33999982,200,566.827902
-0.41999975,200,567.079241
0.99,12,567.095028
-0.78499943,200,567.353485
0.935,31,567.395102
-0.4649997,200,567.648294
-0.2599999,200,568.095522
1.0,2,568.098805
0.995,11,568.116191
0.96,9,568.128976
-0.40999976,200,568.386687
-0.4749997,200,568.646078
-0.49499968,200,568.894191
-0.4599997,200,570.180217
-0.5049997,200,570.556359
-0.29999986,200,570.804551
-0.64499956,200,571.062856
0.885,28,571.098697
0.915,51,571.163344
-0.2399999,200,571.418767
-0.65999955,200,571.671885
-0.33999982,200,572.043932
-0.5249997,200,572.293118
0.82000005,89,572.404295
-0.3699998,200,572.65414
0.92,30,572.691774
1.0,3,572.696045
0.7600001,167,573.925749
-0.11500002,200,574.305241
-0.20499994,200,574.559827
-0.55499965,200,574.809834
0.82500005,61,574.885995
-0.64499956,200,575.136563
-0.4799997,200,575.385718
-0.22499992,200,575.76319
-0.7149995,200,576.024441
-0.3749998,200,576.285908
-0.44499972,200,576.589542
-0.5099997,200,577.882861
-0.77499944,200,578.302892
-0.21999992,200,578.587973
-0.34999982,200,578.847675
0.935,69,578.941187
0.87,86,579.051218
-0.6899995,200,579.303893
-0.2649999,200,579.56466
0.925,20,579.59186
-0.4749997,200,579.963723
-0.5249997,200,580.213697
-0.44999972,200,580.466035
-0.39999977,200,581.816945
0.4000004,199,582.066149
-0.6149996,200,582.44837
-0.56499964,200,582.735819
0.975,17,582.758311
0.9,58,582.834845
-0.2599999,200,583.098474
1.0,4,583.104157
1.0,1,583.106132
0.71500015,120,583.255391
-0.6149996,200,583.514809
0.96500003,19,583.540231
-0.7349995,200,583.913041
-0.2699999,200,584.169592
-0.6249996,200,584.426179
0.73000014,112,584.568799
-0.64999956,200,585.946864
0.51000035,132,586.146513
0.855,46,586.352575
0.96500003,49,586.427045
-0.67499954,200,586.70846
0.96500003,16,586.729792
0.99,5,586.736968
0.995,10,586.750343
0.995,20,586.777298
-0.22499992,200,587.050256
-0.34999982,200,587.299739
1.0,2,587.30282
-0.16499998,200,587.614635
-0.8299994,200,588.036092
-0.56499964,200,588.306508
-0.6349996,200,588.605761
0.86,43,588.682604
-0.42999974,200,588.944368
-0.77999943,200,590.307953
-0.6199996,200,590.720695
-0.44999972,200,590.972775
-0.5799996,200,591.278035
0.84000003,60,591.3603
-0.2399999,200,591.622819
0.985,12,591.638512
-0.7249995,200,591.887484
1.0,2,591.890573
1.0,12,591.906125
-0.5299997,200,592.322826
-0.56999964,200,592.603994
-0.21499993,200,592.859463
0.995,5,592.8664
-0.39499977,200,594.164988
0.5400003,116,594.315726
-0.2399999,200,594.741677
0.73500013,95,594.866508
-0.30999985,200,595.119637
0.6500002,162,595.322154
0.98,11,595.336425
-0.38499978,200,595.59882
-0.7949994,200,595.892565
0.72000015,186,596.283486
0.885,69,596.374843
-0.65499955,200,596.6332
-0.43499973,200,596.920033
-0.3599998,200,598.209157
-0.8449994,200,598.457151
-0.6899995,200,598.826574
-0.16499998,200,599.076419
-0.4799997,200,599.331619
-0.49999967,200,599.62474
0.96,57,599.699449
0.7650001,132,599.878788
0.98,5,599.885475
-0.85999936,200,600.254804
-0.6049996,200,600.511382
1.0,1,600.513374
-0.8199994,200,600.766628
0.995,9,600.778518
0.88,77,600.873961
-0.56499964,200,602.146906
0.995,20,602.173081
-0.8249994,200,602.474213
-0.33499983,200,602.871329
-0.5049997,200,603.168205
-0.28999987,200,603.429494
1.0,17,603.451815
-0.4699997,200,603.701218
-0.5199997,200,603.958228
0.945,18,603.982691
1.0,2,604.103833
0.95,14,604.125357
-0.18499996,200,604.436976
-0.43999973,200,604.734073
1.0,8,604.749233
-0.3649998,200,605.046849
-0.29999986,200,606.516783
-0.32499984,200,606.771074
-0.64499956,200,607.154167
-0.6049996,200,607.40349
-0.16999997,200,607.658245
0.995,6,607.666876
-0.5199997,200,607.97445
0.975,36,608.024461
-0.29499987,200,608.40497
0.97,31,608.446589
0.98,8,608.458752
-0.6249996,200,608.71027
-0.4849997,200,609.015516
-0.55999964,200,609.281186
-0.6349996,200,610.669598
0.97,39,610.722196
-0.23499991,200,611.101574
-0.19999994,200,611.364788
-0.32999983,200,611.650754
0.94,55,611.735683
-0.76999944,200,611.995495
0.72500014,177,612.226841
0.985,5,612.233596
0.96,22,612.261535
0.47000033,191,612.620552
1.0,1,612.622506
-0.64999956,200,612.881986
1.0,10,612.896279
0.81000006,100,613.023983
-0.56999964,200,613.27177
-0.76499945,200,614.814948
-0.56999964,200,615.077572
0.94,47,615.256418
0.925,41,615.321111
-0.4749997,200,615.591762
-0.4699997,200,615.846024
0.96,30,615.883214
-0.76499945,200,616.133611
-0.2749999,200,616.383495
-0.5149997,200,616.758926
-0.29499987,200,617.009001
1.0,6,617.017159
-0.28499988,200,617.27212
1.0,7,617.28169
0.7800001,76,617.377336
-0.2699999,200,618.756733
-0.64499956,200,619.012909
-0.4849997,200,619.422065
-0.48999968,200,619.705713
-0.4749997,200,619.966014
0.86,70,620.053121
-0.75999945,200,620.301399
-0.53499967,200,620.565958
-0.5949996,200,620.943817
-0.18499996,200,621.193495
-0.5849996,200,621.44392
1.0,2,621.447173
1.0,9,621.459212
-0.20499994,200,622.770328
-0.6199996,200,623.04377
0.6450002,155,623.358045
-0.48999968,200,623.613654
0.97,62,623.695
0.92,61,623.777458
0.6950002,154,623.970097
-0.31499985,200,624.223775
0.985,10,624.236659
-0.41999975,200,624.49403
-0.42499974,200,624.915082
-0.20999993,200,625.1954
0.89,41,625.249014
0.96,15,625.269087
0.96,34,625.313855
1.0,3,625.318359
1.0,1,625.320251
1.0,1,625.322365
0.975,33,625.366386
-0.7949994,200,625.628603
-0.63999957,200,626.897995
