#{"t_start": 1672758446.629091, "env_id": null}
r,l,t
-0.48999968,200,965.198095
0.88,69,965.290658
-0.2499999,200,965.569295
0.99,10,965.582584
-0.28999987,200,965.871765
-0.39499977,200,966.278866
-0.110000014,200,966.556119
-0.7349995,200,966.805135
0.98,29,966.841702
-0.6899995,200,968.279573
1.0,9,968.296508
1.0,1,968.29961
-0.38999978,200,968.584713
1.0,10,968.599786
-0.2599999,200,968.975421
-0.42999974,200,969.248903
-0.22499992,200,969.511365
-0.32999983,200,969.761368
-0.4749997,200,970.021041
-0.74999946,200,970.385478
0.7700001,164,970.606568
-0.34499982,200,970.874096
-0.8249994,200,972.131912
0.7750001,92,972.247959
-0.32999983,200,972.501178
-0.53499967,200,972.871338
0.895,94,972.992576
-0.7899994,200,973.243456
1.0,1,973.245338
-0.40499976,200,973.505074
0.99,7,973.514539
-0.41499975,200,973.764877
-0.17499997,200,974.020746
-0.54999965,200,974.491324
0.995,4,974.497573
-0.42499974,200,974.759087
0.98,16,974.780053
-0.3699998,200,975.035388
-0.86499935,200,976.454128
-0.28999987,200,976.704377
0.94,36,976.74954
-0.2449999,200,977.118974
-0.42499974,200,977.399691
0.985,10,977.414278
-0.8099994,200,977.672777
-0.11500002,200,977.924274
-0.135,200,978.179824
-0.54499966,200,978.557005
-0.32499984,200,978.840921
0.92,69,978.944165
0.7800001,141,979.122862
0.96500003,27,980.179674
-0.9199993,200,980.447997
1.0,4,980.454713
-0.48999968,200,980.711842
-0.74499947,200,981.083444
-0.32999983,200,981.332434
-0.23499991,200,981.584884
-0.5299997,200,981.83597
-0.6849995,200,982.08879
-0.16499998,200,982.460866
-0.31499985,200,982.710776
-0.7149995,200,982.96033
-0.31999984,200,984.226411
0.98,17,984.248468
1.0,1,984.250398
-0.31999984,200,984.51109
-0.3549998,200,984.882328
1.0,4,984.888561
-0.3799998,200,985.141804
0.5800003,148,985.328572
0.86,126,985.488133
0.855,123,985.642609
-0.42499974,200,985.895177
0.995,2,985.898386
0.99,10,985.911702
0.99,6,985.919553
0.87,67,986.007178
0.99,10,986.020496
-0.7199995,200,986.391247
-0.53999966,200,986.642604
0.96500003,23,986.672342
0.41500038,171,987.905218
-0.42999974,200,988.155782
0.975,21,988.183044
0.99,5,988.190025
-0.39999977,200,988.45006
-0.40999976,200,988.838616
-0.4699997,200,989.113783
-0.17999996,200,989.373887
0.97,14,989.392039
-0.22499992,200,989.647079
-0.18999995,200,989.895341
-0.33999982,200,990.283098
-0.22499992,200,990.535141
-0.13000001,200,991.813171
-0.3549998,200,992.06541
1.0,1,992.067465
-0.31499985,200,992.333097
1.0,6,992.341487
-0.20499994,200,992.710077
0.87,33,992.751775
-0.5049997,200,993.002827
0.5300003,198,993.248011
-0.34499982,200,993.500756
0.8000001,66,993.583017
-0.40999976,200,993.958637
0.915,90,994.072707
-0.48999968,200,994.329571
-0.43999973,200,994.580284
-0.48999968,200,995.863077
-0.2749999,200,996.149631
-0.2599999,200,996.526336
-0.3699998,200,996.775451
-0.5899996,200,997.026012
-0.75999945,200,997.277144
-0.135,200,997.531849
-0.34499982,200,997.903177
0.6550002,154,998.097629
-0.8149994,200,998.346858
0.98,12,998.362563
-0.3549998,200,999.648616
0.84000003,142,999.82583
-0.44499972,200,1000.078657
-0.22999991,200,1000.450126
1.0,2,1000.453339
0.855,119,1000.603481
-0.5299997,200,1000.852071
-0.23499991,200,1001.10325
-0.3549998,200,1001.354338
-0.85999936,200,1001.729008
1.0,1,1001.731289
-0.6049996,200,1001.987116
-0.3549998,200,1002.240739
-0.31499985,200,1003.49637
1.0,4,1003.502076
-0.45499972,200,1003.750249
-0.40999976,200,1004.119741
-0.44999972,200,1004.378511
0.865,134,1004.551025
0.89,97,1004.67259
0.955,41,1004.723794
0.94,40,1004.773613
-0.53999966,200,1005.027636
0.85,50,1005.090496
-0.5849996,200,1005.340143
0.96500003,63,1005.538498
-0.22999991,200,1005.78949
-0.39999977,200,1006.045617
0.935,19,1006.069497
-0.5099997,200,1007.321609
-0.6899995,200,1007.57607
-0.2649999,200,1007.941819
0.94,22,1007.974294
-0.87999934,200,1008.223322
-0.6199996,200,1008.473745
-0.39999977,200,1008.728995
0.925,56,1008.798638
-0.45499972,200,1009.050509
0.955,33,1009.092341
0.99,11,1009.106812
1.0,3,1009.111367
1.0,18,1009.134854
-0.75999945,200,1009.50962
0.95,17,1009.531439
-0.6199996,200,1009.781562
-0.15999998,200,1011.062324
0.88,114,1011.211122
-0.84999937,200,1011.46798
-0.17499997,200,1011.83633
-0.7349995,200,1012.088197
-0.41499975,200,1012.338281
0.975,11,1012.352996
-0.5049997,200,1012.60267
0.935,48,1012.663461
0.88,33,1012.705053
-0.2649999,200,1012.957492
-0.78499943,200,1013.380755
0.995,4,1013.386453
-0.87999934,200,1013.660959
-0.5999996,200,1013.934182
-0.4699997,200,1015.220689
1.0,3,1015.225202
-0.45499972,200,1015.476965
-0.33999982,200,1015.886327
-0.75999945,200,1016.151667
-0.3799998,200,1016.438084
1.0,8,1016.449063
-0.86499935,200,1016.717792
-0.4799997,200,1016.987764
0.97,10,1017.000712
-0.6299996,200,1017.455966
-0.6149996,200,1017.85743
1.0,16,1017.877801
-0.22499992,200,1018.141828
1.0,1,1018.14385
-0.6149996,200,1019.939135
-0.76499945,200,1020.224509
-0.41499975,200,1020.708607
0.46000034,170,1021.001426
-0.4849997,200,1021.312686
-0.5899996,200,1021.614136
-0.11500002,200,1021.955875
-0.6099996,200,1022.348398
0.985,10,1022.363338
-0.6999995,200,1022.630812
-0.7999994,200,1023.011391
1.0,1,1023.014328
-0.18499996,200,1024.488634
0.97,15,1024.508637
0.80500007,78,1024.611426
-0.19499995,200,1024.882368
0.96500003,29,1024.921467
0.99,11,1024.93744
0.985,4,1024.943158
0.99,21,1024.970452
0.875,46,1025.145459
-0.5949996,200,1025.413593
-0.7199995,200,1025.669194
-0.28499988,200,1025.918621
-0.63999957,200,1026.175325
-0.41999975,200,1026.431163
1.0,1,1026.433127
-0.45499972,200,1026.811241
-0.42999974,200,1027.062152
-0.66999954,200,1028.344597
-0.64499956,200,1028.611374
-0.4749997,200,1028.884219
1.0,12,1028.910017
0.98,13,1028.931401
-0.67999953,200,1029.401802
-0.6249996,200,1029.722004
0.915,46,1029.797926
-0.27999988,200,1030.109116
-0.29999986,200,1030.380373
-0.6099996,200,1030.81865
-0.43499973,200,1031.088425
0.82000005,72,1031.178873
1.0,18,1031.202049
0.7850001,124,1031.356157
-0.45499972,200,1032.727567
0.6550002,159,1032.925905
-0.4649997,200,1033.178451
-0.22999991,200,1033.56358
-0.5199997,200,1033.816075
-0.7399995,200,1034.06604
0.975,17,1034.087919
0.945,20,1034.113302
-0.5799996,200,1034.369617
-0.38999978,200,1034.641307
-0.7049995,200,1035.076696
-0.38499978,200,1035.357715
-0.34499982,200,1036.662807
-0.19499995,200,1036.910939
0.88,103,1037.041772
-0.145,200,1037.486362
-0.12000002,200,1037.808008
0.96500003,20,1037.840552
-0.6949995,200,1038.158851
-0.54499966,200,1038.454487
0.99,35,1038.512581
-0.5799996,200,1038.774381
-0.5149997,200,1039.151193
-0.76499945,200,1039.406492
0.875,50,1039.47006
-0.31999984,200,1039.722975
-0.4649997,200,1041.149635
-0.42499974,200,1041.449245
0.865,38,1041.499376
-0.15999998,200,1041.873984
0.72000015,135,1042.044612
0.995,4,1042.050286
-0.22499992,200,1042.324416
-0.2699999,200,1042.623402
-0.5299997,200,1042.886685
-0.28499988,200,1043.266023
-0.42499974,200,1043.572701
-0.2499999,200,1043.845285
-0.05999999,200,1045.169104
-0.87999934,200,1045.416704
0.985,13,1045.435159
-0.78499943,200,1045.864704
-0.54999965,200,1046.132036
-0.33499983,200,1046.386846
-0.12500001,200,1046.643389
0.94,89,1046.75935
-0.44499972,200,1047.023387
-0.6849995,200,1047.441729
0.96500003,11,1047.458015
-0.42999974,200,1047.716763
-0.6949995,200,1047.968496
-0.32999983,200,1049.40977
-0.2499999,200,1049.696946
-0.2449999,200,1050.076823
-0.28999987,200,1050.350553
-0.5099997,200,1050.685127
0.96,41,1050.745968
-0.29499987,200,1051.024978
-0.6199996,200,1051.301683
0.985,18,1051.332374
-0.22999991,200,1051.773468
-0.4699997,200,1052.03159
-0.7099995,200,1052.344103
-0.8149994,200,1053.875694
0.97,37,1053.925413
-0.65499955,200,1054.17966
-0.33499983,200,1054.620636
-0.53499967,200,1054.879142
-0.2649999,200,1055.137391
-0.6199996,200,1055.45789
-0.7199995,200,1055.737598
0.995,17,1055.760577
-0.7099995,200,1056.227137
-0.2499999,200,1056.528325
-0.43999973,200,1057.835226
-0.49999967,200,1058.090705
-0.53499967,200,1058.339103
-0.135,200,1058.712534
-0.34499982,200,1058.962446
0.99,9,1058.974332
-0.67999953,200,1059.223276
-0.86499935,200,1059.478868
-0.39999977,200,1059.757258
-0.57499963,200,1060.213127
-0.22999991,200,1060.488496
-0.5249997,200,1060.73852
-0.7249995,200,1062.203925
-0.5299997,200,1062.514038
-0.6099996,200,1062.889742
-0.33999982,200,1063.196241
-0.27999988,200,1063.472699
-0.5949996,200,1063.729758
0.98,7,1063.739173
-0.5049997,200,1064.043391
0.915,31,1064.098465
0.94,123,1064.263488
-0.49499968,200,1064.691217
-0.85999936,200,1064.970276
-0.49999967,200,1066.40712
-0.3599998,200,1066.670144
-0.43499973,200,1066.928279
0.915,32,1067.081909
1.0,2,1067.08724
-0.75999945,200,1067.339817
-0.20499994,200,1067.604481
-0.54499966,200,1067.854853
1.0,3,1067.859344
-0.2599999,200,1068.11061
0.975,31,1068.150029
-0.29499987,200,1068.52053
-0.2749999,200,1068.776231
-0.6349996,200,1069.030054
-0.5849996,200,1070.285528
-0.7249995,200,1070.540534
-0.22499992,200,1070.789594
0.925,99,1071.035197
-0.3749998,200,1071.284544
-0.21999992,200,1071.536007
0.995,32,1071.578224
-0.5099997,200,1071.829216
0.89,50,1071.891199
0.72000015,158,1072.08948
-0.5299997,200,1072.459077
-0.27999988,200,1072.710831
-0.7049995,200,1072.95977
0.885,49,1074.02393
0.72000015,118,1074.171281
-0.54999965,200,1074.426624
0.6600002,155,1074.62323
-0.56999964,200,1074.992691
-0.49999967,200,1075.242217
0.7450001,184,1075.470981
-0.30999985,200,1075.722737
-0.2449999,200,1076.021373
-0.3599998,200,1076.458597
0.955,52,1076.526652
0.99,3,1076.531306
-0.32999983,200,1076.837753
0.985,13,1076.861379
-0.66999954,200,1078.181455
-0.22999991,200,1078.431032
-0.4799997,200,1078.795963
0.87,77,1078.900822
-0.2499999,200,1079.151697
-0.3549998,200,1079.405209
-0.42999974,200,1079.660302
0.935,37,1079.7061
-0.39499977,200,1079.952536
0.96500003,26,1079.987728
-0.33499983,200,1080.364777
-0.3649998,200,1080.615166
-0.2399999,200,1081.875768
1.0,12,1081.891223
-0.32499984,200,1082.14143
-0.7149995,200,1082.389675
-0.32499984,200,1082.760136
-0.67999953,200,1083.008846
-0.2749999,200,1083.255684
-0.3749998,200,1083.507219
-0.7099995,200,1083.755093
-0.41999975,200,1084.187861
0.6900002,150,1084.404918
0.925,89,1084.525474
-0.2499999,200,1085.90227
-0.5849996,200,1086.162762
-0.7149995,200,1086.412464
1.0,1,1086.414486
-0.43999973,200,1086.789098
-0.32499984,200,1087.046556
-0.145,200,1087.299717
0.94,29,1087.339251
-0.66999954,200,1087.598069
-0.64499956,200,1087.895813
-0.4649997,200,1088.286854
-0.2399999,200,1088.549474
1.0,1,1088.551367
-0.2549999,200,1088.80076
-0.7349995,200,1090.255563
0.71500015,103,1090.41436
-0.2449999,200,1090.706322
0.99,11,1090.724513
-0.4799997,200,1091.179787
-0.4849997,200,1091.442858
-0.5049997,200,1091.702693
0.925,48,1091.766134
1.0,2,1091.769738
-0.30999985,200,1092.028945
1.0,2,1092.032046
0.88,57,1092.106388
-0.3649998,200,1092.499169
-0.6349996,200,1092.754207
0.875,45,1092.815881
0.995,4,1092.821829
0.96,121,1092.981931
0.995,2,1092.985578
-0.41499975,200,1094.360537
0.875,101,1094.495272
-0.29499987,200,1094.756487
-0.6049996,200,1095.12854
-0.30499986,200,1095.375746
-0.30999985,200,1095.685842
0.6900002,157,1095.888221
-0.28499988,200,1096.146873
-0.29999986,200,1096.536399
0.80500007,140,1096.727964
0.6700002,184,1096.977273
0.925,64,1097.085523
-0.4749997,200,1098.702891
1.0,5,1098.713104
0.995,11,1098.731457
-0.2399999,200,1099.092267
-0.18499996,200,1099.585437
0.925,39,1099.651275
-0.39999977,200,1100.007582
-0.5199997,200,1100.321304
0.935,25,1100.354704
-0.41499975,200,1100.622935
-0.55999964,200,1100.909742
0.985,30,1100.965467
-0.5249997,200,1101.427427
-0.54999965,200,1101.692582
-0.6849995,200,1101.962423
0.90999997,53,1103.240085
-0.29499987,200,1103.556402
-0.4649997,200,1103.858172
0.96500003,27,1103.896051
-0.41999975,200,1104.318423
-0.66499954,200,1104.614579
1.0,17,1104.637232
-0.20999993,200,1104.895447
-0.44999972,200,1105.151104
-0.20499994,200,1105.451782
-0.145,200,1105.862598
-0.5249997,200,1106.17483
0.90999997,92,1106.302843
-0.33499983,200,1107.73558
-0.18499996,200,1107.986954
-0.38499978,200,1108.397449
-0.2599999,200,1108.781115
0.985,11,1108.803317
-0.32999983,200,1109.238419
-0.5149997,200,1109.705504
-0.6199996,200,1110.086917
-0.6049996,200,1110.367271
0.84000003,83,1110.63806
0.995,2,1110.641569
0.99,5,1110.649305
1.0,12,1110.671712
0.995,2,1110.677593
-0.49999967,200,1111.009765
-0.17499997,200,1112.445629
0.995,9,1112.457069
0.995,2,1112.460229
-0.34999982,200,1112.712825
-0.11500002,200,1112.961672
-0.33999982,200,1113.342961
-0.7249995,200,1113.595484
-0.65999955,200,1113.880039
-0.32499984,200,1114.201481
-0.75999945,200,1114.562526
-0.3699998,200,1114.987417
-0.39499977,200,1115.257157
-0.8299994,200,1115.516044
-0.29499987,200,1116.806047
-0.28999987,200,1117.059206
-0.38499978,200,1117.427779
-0.33499983,200,1117.67703
-0.5149997,200,1117.928106
-0.39999977,200,1118.178649
-0.8449994,200,1118.439749
-0.42999974,200,1118.806537
-0.2749999,200,1119.062676
0.995,5,1119.069584
-0.33999982,200,1119.37035
-0.20499994,200,1120.779126
-0.30499986,200,1121.030252
1.0,1,1121.032198
-0.45499972,200,1121.284752
-0.29999986,200,1121.662761
0.855,140,1121.838032
-0.7199995,200,1122.090066
-0.53999966,200,1122.352475
-0.38499978,200,1122.604641
0.975,16,1122.626066
-0.38499978,200,1123.00356
-0.2549999,200,1123.252648
-0.6099996,200,1124.732791
-0.3549998,200,1125.035999
-0.3699998,200,1125.293223
-0.38499978,200,1125.665844
-0.45499972,200,1125.933535
1.0,2,1125.936718
-0.7199995,200,1126.187256
-0.21999992,200,1126.438806
-0.4799997,200,1126.691135
0.99,12,1126.706766
0.98,20,1126.732836
-0.48999968,200,1127.108544
0.995,4,1127.114275
-0.22499992,200,1127.364944
-0.18999995,200,1128.648758
0.975,13,1128.667004
-0.2649999,200,1128.936903
-0.22499992,200,1129.200811
-0.34999982,200,1129.594509
-0.18999995,200,1129.857928
-0.5799996,200,1130.178565
0.975,57,1130.258654
-0.13000001,200,1130.53891
-0.40999976,200,1130.862559
-0.40499976,200,1131.24859
1.0,12,1131.26887
-0.5249997,200,1131.978213
-0.3599998,200,1133.412527
-0.21999992,200,1133.694422
-0.22999991,200,1134.009911
-0.17999996,200,1134.407528
0.99,8,1134.418454
-0.5299997,200,1134.674094
-0.54499966,200,1134.959897
0.875,48,1135.032811
0.97,23,1135.06296
-0.4849997,200,1135.330382
1.0,2,1135.333589
1.0,1,1135.335531
-0.33499983,200,1135.630768
1.0,4,1135.637231
0.98,29,1135.824828
-0.55499965,200,1136.118253
-0.23499991,200,1136.48894
-0.42999974,200,1137.952239
-0.3699998,200,1138.217538
0.96,15,1138.242369
-0.41499975,200,1138.626998
-0.10000001,200,1138.886712
-0.3699998,200,1139.137196
-0.45499972,200,1139.397598
1.0,1,1139.399897
-0.2649999,200,1139.694366
-0.30999985,200,1139.988448
-0.19999994,200,1140.382369
0.985,9,1140.394302
-0.65499955,200,1140.653081
-0.41999975,200,1142.79888
0.98,17,1142.820903
-0.28499988,200,1143.07293
-0.55999964,200,1143.323201
0.97,17,1143.350362
-0.16999997,200,1143.844065
0.93,16,1143.867733
-0.56499964,200,1144.128951
-0.44499972,200,1144.38509
-0.17999996,200,1144.641078
0.935,53,1144.718201
0.7450001,85,1145.020559
-0.5849996,200,1146.856555
-0.17999996,200,1148.876493
0.7400001,144,1149.18821
-0.40499976,200,1151.106574
-0.39999977,200,1151.396552
-0.6049996,200,1151.809789
-0.4649997,200,1152.077287
-0.5249997,200,1152.333897
0.73000014,87,1152.467158
-0.45499972,200,1152.719624
-0.42499974,200,1152.978739
-0.3799998,200,1153.401976
0.83000004,77,1153.505997
-0.17999996,200,1153.778331
0.985,23,1153.812135
-0.31999984,200,1155.170922
-0.28999987,200,1155.440355
-0.4749997,200,1155.718172
-0.15999998,200,1156.115845
0.93,66,1156.19882
0.955,17,1156.220708
-0.31999984,200,1156.468395
0.985,10,1156.483247
-0.41499975,200,1156.733402
-0.28499988,200,1157.042076
-0.6849995,200,1157.419362
-0.56999964,200,1158.106171
-0.5899996,200,1158.365289
0.7800001,71,1159.878559
0.99,13,1159.908329
-0.30999985,200,1160.591069
-0.44499972,200,1161.357901
-0.27999988,200,1161.972623
0.99,14,1161.999549
0.88,56,1162.122312
0.7600001,177,1162.473671
-0.5299997,200,1162.813962
-0.23499991,200,1163.222075
0.975,20,1163.247727
-0.43999973,200,1163.517454
-0.22499992,200,1163.905698
-0.27999988,200,1164.174961
0.995,3,1164.187821
-0.2599999,200,1166.260197
-0.48999968,200,1166.594001
-0.7399995,200,1166.916697
0.5400003,174,1167.407083
0.85,87,1167.544719
0.82000005,115,1167.732257
0.48000032,172,1167.97791
-0.33499983,200,1168.248598
-0.31499985,200,1168.510848
-0.32999983,200,1168.899518
-0.66999954,200,1169.231307
-0.41999975,200,1169.561638
-0.29999986,200,1171.145132
-0.49999967,200,1171.432064
0.955,27,1171.474596
0.96,53,1171.557071
0.83000004,72,1171.66163
0.935,35,1171.840582
0.975,21,1171.872251
-0.54499966,200,1172.128376
-0.57499963,200,1172.389003
-0.17499997,200,1172.652912
-0.48999968,200,1172.937872
-0.38499978,200,1173.311791
-0.6099996,200,1173.597279
-0.22999991,200,1173.877471
-0.3799998,200,1175.198733
-0.76999944,200,1175.45092
-0.28999987,200,1175.69939
-0.7199995,200,1176.067643
-0.7199995,200,1176.322265
-0.2649999,200,1176.583599
-0.39499977,200,1176.903521
0.82500005,75,1177.020719
0.99,4,1177.028623
-0.40499976,200,1177.434533
-0.12000002,200,1177.685145
0.7600001,156,1177.882194
-0.20499994,200,1179.184
-0.30999985,200,1179.455373
1.0,6,1179.463902
-0.6249996,200,1179.72043
0.995,5,1179.727357
-0.2699999,200,1180.245159
-0.67499954,200,1180.497497
-0.4649997,200,1180.747594
-0.34999982,200,1181.003386
-0.32999983,200,1181.262468
-0.2699999,200,1181.686907
0.61500025,163,1181.992267
-0.6099996,200,1183.311379
0.995,5,1183.318932
0.995,4,1183.324927
0.6750002,171,1183.574453
0.94,41,1183.624859
-0.28999987,200,1183.901681
1.0,1,1183.903619
-0.33999982,200,1184.284899
-0.29999986,200,1184.575301
-0.28999987,200,1184.830789
-0.4599997,200,1185.099726
0.90999997,24,1185.132397
-0.33999982,200,1185.408632
0.86,40,1185.45927
-0.6249996,200,1185.886572
0.7750001,119,1186.047308
-0.2649999,200,1187.979415
0.995,4,1187.986495
-0.3649998,200,1188.344135
-0.39499977,200,1188.715997
0.97,30,1188.766096
0.995,10,1188.784163
-0.40499976,200,1189.430975
-0.41499975,200,1189.819807
0.955,66,1189.946584
-0.32999983,200,1190.346099
-0.5799996,200,1190.735544
0.945,116,1190.979779
1.0,4,1190.988005
-0.55499965,200,1191.516912
1.0,6,1191.528405
0.6450002,157,1191.763883
-0.5249997,200,1192.03384
0.7500001,162,1193.449114
1.0,24,1193.482975
-0.53999966,200,1193.807194
-0.40999976,200,1194.070331
0.995,2,1194.073532
0.845,93,1194.317581
-0.4799997,200,1194.577399
-0.29999986,200,1194.827968
-0.45499972,200,1195.081429
-0.54499966,200,1195.338597
0.96,16,1195.358531
-0.4849997,200,1195.73118
-0.2649999,200,1195.983466
1.0,2,1195.986736
-0.34499982,200,1197.237448
-0.3799998,200,1197.489301
-0.22999991,200,1197.743121
-0.2449999,200,1198.116445
0.98,32,1198.157697
-0.21999992,200,1198.427857
-0.2749999,200,1198.700011
-0.44499972,200,1198.990816
-0.2399999,200,1199.249738
0.885,83,1199.355558
0.975,13,1199.374483
0.995,6,1199.383699
-0.28499988,200,1199.772181
-0.5099997,200,1200.110014
0.96,58,1200.200494
-0.42999974,200,1201.577875
0.875,40,1201.630505
0.985,5,1201.637624
-0.43499973,200,1201.898381
-0.3649998,200,1202.288814
-0.145,200,1202.554383
-0.38999978,200,1202.813428
0.88,67,1202.911121
-0.7199995,200,1203.293029
-0.56499964,200,1203.620308
-0.39499977,200,1204.027882
-0.3799998,200,1204.335248
-0.17999996,200,1206.218598
-0.5799996,200,1206.483934
-0.34999982,200,1206.732473
0.99,17,1206.755306
1.0,1,1206.75732
-0.57499963,200,1207.204938
-0.64499956,200,1207.468536
-0.32499984,200,1207.733005
0.7700001,171,1207.95025
-0.40999976,200,1208.200517
0.99,18,1208.223431
-0.29499987,200,1208.638399
-0.6299996,200,1208.942727
0.85,91,1209.079248
-0.53999966,200,1210.398297
-0.31999984,200,1210.6515
1.0,1,1210.653392
0.96,37,1210.69989
-0.5099997,200,1210.949874
-0.34499982,200,1211.321516
-0.4849997,200,1211.573586
-0.21999992,200,1211.823848
-0.32499984,200,1212.074164
-0.6249996,200,1212.322099
-0.55999964,200,1212.699448
-0.6299996,200,1212.948935
-0.39999977,200,1214.254595
-0.2449999,200,1214.518767
-0.28999987,200,1214.76974
-0.56499964,200,1215.140544
-0.41499975,200,1215.389336
0.98,21,1215.416398
-0.44999972,200,1215.667956
-0.32999983,200,1215.923752
0.89,58,1215.9977
-0.3649998,200,1216.247999
-0.40999976,200,1216.62268
0.915,28,1216.660425
-0.6249996,200,1216.926444
0.80500007,178,1218.201762
-0.41499975,200,1218.475388
-0.42499974,200,1218.739739
0.995,9,1218.752816
-0.4849997,200,1219.193866
0.70000017,128,1219.488788
-0.2599999,200,1219.781645
-0.54499966,200,1220.170224
0.885,59,1220.245413
-0.4649997,200,1220.526667
-0.5149997,200,1220.913414
-0.8249994,200,1221.182889
-0.34999982,200,1222.616687
-0.4849997,200,1222.870099
0.96500003,22,1222.898924
0.99,27,1222.936331
-0.39999977,200,1223.220525
0.96500003,30,1223.258661
-0.3699998,200,1223.672543
1.0,6,1223.682191
-0.43999973,200,1223.973604
-0.5049997,200,1224.465469
0.86,47,1224.549211
1.0,1,1224.5518
-0.49499968,200,1224.918854
0.97,16,1224.949658
0.915,25,1224.99723
-0.66999954,200,1225.503989
-0.53999966,200,1225.805008
0.97,54,1225.91139
-0.5199997,200,1227.616401
-0.41999975,200,1227.965023
0.99,9,1227.977668
0.99,9,1227.989467
-0.32999983,200,1228.30735
-0.45499972,200,1228.735257
-0.12500001,200,1229.032383
-0.45499972,200,1229.424128
-0.110000014,200,1229.706287
-0.2599999,200,1230.095908
-0.4649997,200,1230.534376
-0.27999988,200,1230.866045
-0.38999978,200,1231.201969
1.0,5,1231.212172
0.905,64,1232.506216
-0.31999984,200,1232.812085
-0.66999954,200,1233.071665
-0.54499966,200,1233.474623
-0.39499977,200,1233.781407
-0.33499983,200,1234.056187
-0.5299997,200,1234.30962
1.0,4,1234.315312
-0.29499987,200,1234.609847
-0.4799997,200,1235.294409
-0.39999977,200,1235.553831
-0.3799998,200,1236.966674
0.895,73,1237.058235
-0.34499982,200,1237.309603
-0.3549998,200,1237.561461
0.96500003,33,1237.603051
-0.41499975,200,1237.974876
-0.2499999,200,1238.225199
-0.2699999,200,1238.474939
-0.4599997,200,1238.723897
-0.20999993,200,1238.974446
-0.48999968,200,1239.343933
-0.41999975,200,1239.600661
-0.2749999,200,1240.875527
-0.27999988,200,1241.135964
-0.2399999,200,1241.485823
-0.54999965,200,1241.94053
-0.6149996,200,1242.281884
-0.34999982,200,1242.586791
0.955,29,1242.623618
0.935,29,1242.661357
0.86,73,1242.760722
-0.14999999,200,1243.055237
-0.2549999,200,1243.531676
0.985,8,1243.547002
-0.32499984,200,1244.236148
0.89,50,1244.313471
-0.6299996,200,1245.829837
-0.5099997,200,1246.151105
0.89,37,1246.201572
-0.31499985,200,1246.458237
0.955,26,1246.491236
-0.2449999,200,1246.875909
-0.29499987,200,1247.265639
-0.4799997,200,1247.53806
-0.4699997,200,1247.789188
-0.30999985,200,1248.039292
-0.63999957,200,1248.443982
0.7550001,79,1248.564292
0.955,28,1248.605513
-0.4849997,200,1248.874996
-0.14999999,200,1250.137311
-0.4649997,200,1250.391161
-0.6349996,200,1250.643679
-0.38499978,200,1251.017304
0.95,24,1251.048367
-0.42999974,200,1251.298937
-0.28499988,200,1251.550466
-0.29999986,200,1251.800033
0.99,8,1251.810702
1.0,1,1251.812637
-0.21999992,200,1252.065402
-0.5149997,200,1252.433312
0.86,56,1252.503737
0.975,28,1252.53906
0.99,6,1252.547522
-0.43499973,200,1253.890896
-0.30999985,200,1254.151858
-0.55999964,200,1254.422842
-0.8249994,200,1254.927954
1.0,1,1254.931938
-0.31999984,200,1255.203523
1.0,5,1255.210402
-0.34999982,200,1255.460453
-0.4699997,200,1255.709529
0.99,10,1255.72253
0.96500003,10,1255.735523
-0.33999982,200,1255.995752
0.50500035,185,1256.339289
-0.40999976,200,1256.597768
-0.6949995,200,1256.847798
0.6600002,122,1258.001823
0.85,86,1258.111213
-0.3599998,200,1258.360664
0.96500003,24,1258.390949
0.985,8,1258.40161
-0.3749998,200,1258.774993
-0.41999975,200,1259.045373
-0.44999972,200,1259.303959
-0.42499974,200,1259.564131
0.4900003,152,1259.841788
0.99,5,1259.850851
-0.3649998,200,1260.191605
-0.49499968,200,1260.644251
-0.5149997,200,1260.937706
-0.3599998,200,1262.421656
0.97,22,1262.452147
0.93,56,1262.524842
0.99,8,1262.53598
1.0,3,1262.540413
1.0,7,1262.549978
-0.34499982,200,1262.801567
0.955,30,1262.839333
-0.74499947,200,1263.214716
-0.4749997,200,1263.465213
0.855,75,1263.561854
-0.30499986,200,1263.910238
-0.3549998,200,1264.218364
-0.66499954,200,1264.494674
-0.16999997,200,1264.972383
1.0,2,1264.976112
-0.29999986,200,1265.260088
-0.5849996,200,1266.637737
1.0,4,1266.643512
-0.2699999,200,1266.965
-0.3749998,200,1267.246165
-0.6899995,200,1267.619472
-0.2749999,200,1267.86847
-0.67499954,200,1268.145909
-0.6299996,200,1268.398052
0.6650002,150,1268.588383
-0.39499977,200,1269.029687
-0.43499973,200,1269.295073
-0.17499997,200,1269.552588
0.96,15,1269.572635
-0.2699999,200,1270.928596
-0.48999968,200,1271.181757
0.885,65,1271.263558
-0.7399995,200,1271.634828
0.995,4,1271.640468
-0.63999957,200,1271.892054
0.93,30,1271.930047
-0.43499973,200,1272.183862
-0.53499967,200,1272.486958
0.96500003,29,1272.525453
-0.33499983,200,1272.790303
-0.3699998,200,1273.159337
0.99,7,1273.168828
-0.65999955,200,1273.418816
-0.18999995,200,1274.70951
0.96500003,76,1274.80475
-0.3599998,200,1275.069679
-0.4849997,200,1275.350166
0.96500003,15,1275.370444
-0.3649998,200,1275.810055
1.0,5,1275.818859
-0.5299997,200,1276.104079
0.905,69,1276.197561
-0.16999997,200,1276.490727
0.985,7,1276.501259
-0.4849997,200,1276.764569
1.0,2,1276.767873
